name,distance,mass,radius
Kepler-230 c,2468,4.82 earths,2014
Kepler-365 b,3099,4.82 earths,2014
Kepler-845 b,1536,4.82 earths,2016
Pi Mensae c,60,4.82 earths,2018
HD 11506 b,167,4.83 jupiters,2007
HD 67087 c,250,4.85 jupiters,2015
WASP-120 b,1425,4.85 jupiters,2016
K2-46 b,1484,4.86 earths,2016
Kepler-235 d,1413,4.86 earths,2014
Kepler-244 c,3483,4.86 earths,2014
Kepler-337 c,2255,4.86 earths,2014
Kepler-363 d,2544,4.86 earths,2014
Kepler-868 b,4139,4.86 earths,2016
HAT-P-21 b,912,4.87 jupiters,2010
Kepler-449 b,910,4.88 earths,2015
K2-117 c,333,4.9 earths,2017
Kepler-1615 b,3066,4.9 earths,2016
Kepler-183 b,3531,4.9 earths,2014
Kepler-377 c,2752,4.9 earths,2014
Kepler-832 b,4391,4.9 earths,2016
Kepler-913 b,1947,4.9 earths,2016
Kepler-958 b,1523,4.9 earths,2016
GJ 9827 b,97,4.91 earths,2017
Kepler-1679 b,3042,4.93 earths,2020
Kepler-92 d,1581,4.93 earths,2015
K2-154 c,423,4.94 earths,2018
K2-277 b,370,4.94 earths,2018
K2-64 b,1653,4.94 earths,2016
Kepler-1092 b,2981,4.94 earths,2016
Kepler-1396 b,4032,4.94 earths,2016
Kepler-1606 b,2871,4.94 earths,2016
Kepler-477 b,1197,4.94 earths,2016
Kepler-654 b,2156,4.94 earths,2016
Kepler-969 b,1341,4.94 earths,2016
Kepler-988 b,809,4.94 earths,2016
HD 102272 b,1142,4.94 jupiters,2008
HD 50554 b,102,4.954 jupiters,2002
Kepler-1040 b,1543,4.98 earths,2016
Kepler-1188 b,3921,4.98 earths,2016
Kepler-1195 b,2649,4.98 earths,2016
Kepler-1613 b,2789,4.98 earths,2016
Kepler-237 c,2187,4.98 earths,2014
Kepler-405 b,3578,4.98 earths,2014
Kepler-528 b,2319,4.98 earths,2016
Kepler-900 b,1647,4.98 earths,2016
Kepler-84 b,4708,40 earths,2012
HR 858 b,104,5 earths,2019
Kepler-1655 b,700,5 earths,2018
Kepler-29 b,2779,5 earths,2011
Kepler-408 b,290,5 earths,2014
HD 95086 b,282,5 jupiters,2013
HD 3167 b,154,5.02 earths,2016
Kepler-1047 b,1846,5.02 earths,2016
Kepler-151 c,2160,5.02 earths,2014
Kepler-155 b,966,5.02 earths,2014
Kepler-296 d,737,5.02 earths,2014
Kepler-372 c,5093,5.02 earths,2014
Kepler-602 b,3167,5.02 earths,2016
Kepler-691 b,780,5.02 earths,2016
Kepler-934 b,1967,5.02 earths,2016
K2-286 b,249,5.06 earths,2018
K2-323 b,387,5.06 earths,2020
K2-4 b,761,5.06 earths,2015
K2-57 b,868,5.06 earths,2016
Kepler-1312 b,995,5.06 earths,2016
Kepler-1529 b,2228,5.06 earths,2016
Kepler-336 c,7605,5.06 earths,2014
Kepler-360 c,2931,5.06 earths,2014
Kepler-519 b,763,5.06 earths,2016
Kepler-645 b,2939,5.06 earths,2016
K2-141 b,202,5.08 earths,2018
Kepler-21 b,355,5.08 earths,2012
61 Virginis b,28,5.1 earths,2009
Kepler-105 b,1518,5.1 earths,2013
Kepler-1484 b,3572,5.1 earths,2016
Kepler-1580 b,2844,5.1 earths,2016
Kepler-223 c,6395,5.1 earths,2014
Kepler-518 b,1057,5.1 earths,2016
Kepler-705 b,819,5.1 earths,2016
Kepler-794 b,2489,5.1 earths,2016
Kepler-829 b,3112,5.1 earths,2016
Kepler-906 b,2473,5.1 earths,2016
BD-17 63 b,113,5.1 jupiters,2008
HD 16175 b,196,5.1 jupiters,2009
Kepler-26 b,1104,5.12 earths,2011
K2-177 b,1628,5.13 earths,2018
HD 13908 c,260,5.13 jupiters,2013
K2-247 b,849,5.14 earths,2018
Kepler-1219 b,2029,5.14 earths,2016
Kepler-158 b,1038,5.14 earths,2014
Kepler-308 b,4516,5.14 earths,2014
Kepler-479 b,1210,5.14 earths,2016
Kepler-53 d,4632,5.14 earths,2014
Kepler-544 b,2600,5.14 earths,2016
Kepler-758 d,4413,5.14 earths,2016
Kepler-789 b,2985,5.14 earths,2016
Kepler-814 b,4329,5.14 earths,2016
Kepler-877 b,1866,5.14 earths,2016
Kepler-964 b,1559,5.14 earths,2016
Kepler-984 b,1504,5.14 earths,2016
HD 147873 b,357,5.14 jupiters,2016
K2-215 b,1333,5.16 earths,2018
HD 148164 c,252,5.16 jupiters,2018
Kepler-1161 b,1396,5.18 earths,2016
Kepler-1487 b,3569,5.18 earths,2016
Kepler-1504 b,3357,5.18 earths,2016
Kepler-200 b,2215,5.18 earths,2014
Kepler-214 c,4084,5.18 earths,2014
Kepler-267 c,871,5.18 earths,2014
Kepler-283 b,1547,5.18 earths,2014
Kepler-622 b,845,5.18 earths,2016
Kepler-930 b,2952,5.18 earths,2016
Kepler-942 b,711,5.18 earths,2016
Kepler-971 b,1125,5.18 earths,2016
TOI-270 d,73,5.18 earths,2019
KELT-24 b,313,5.18 jupiters,2019
HD 40307 f,42,5.2 earths,2013
Kepler-102 f,353,5.2 earths,2014
WASP-162 b,1023,5.2 jupiters,2018
HD 240210 b,466,5.21 jupiters,2009
K2-62 b,368,5.22 earths,2016
K2-62 c,368,5.22 earths,2016
Kepler-1160 b,4218,5.22 earths,2016
Kepler-1212 b,4254,5.22 earths,2016
Kepler-1236 b,3516,5.22 earths,2016
Kepler-1403 b,5875,5.22 earths,2016
Kepler-437 b,1360,5.22 earths,2015
Kepler-813 b,2740,5.22 earths,2016
GJ 433 d,30,5.223 earths,2020
HD 63433 b,73,5.27 earths,2020
K2-42 b,1309,5.27 earths,2016
K2-71 b,502,5.27 earths,2016
Kepler-1013 b,1412,5.27 earths,2016
Kepler-1286 b,3751,5.27 earths,2016
Kepler-1364 b,3748,5.27 earths,2016
Kepler-252 c,1251,5.27 earths,2014
Kepler-256 c,3449,5.27 earths,2014
Kepler-364 c,2985,5.27 earths,2014
Kepler-401 c,3240,5.27 earths,2014
Kepler-566 b,2049,5.27 earths,2016
Kepler-61 b,1103,5.27 earths,2013
Kepler-106 b,1468,5.3 earths,2014
Kepler-197 c,1089,5.3 earths,2014
81 Ceti b,331,5.3 jupiters,2008
HD 142 c,85,5.3 jupiters,2012
Kepler-142 d,1819,5.31 earths,2014
Kepler-1455 b,1279,5.31 earths,2016
Kepler-1474 b,3960,5.31 earths,2016
Kepler-1621 b,4766,5.31 earths,2016
Kepler-291 b,6147,5.31 earths,2014
Kepler-308 c,4516,5.31 earths,2014
Kepler-745 b,3911,5.31 earths,2016
HR 858 d,104,5.32 earths,2019
HD 20781 c,115,5.33 earths,2019
HATS-66 b,5017,5.33 jupiters,2018
EPIC 212424622 b,2031,5.35 earths,2019
K2-243 b,878,5.35 earths,2018
Kepler-1009 b,917,5.35 earths,2016
Kepler-1329 b,2035,5.35 earths,2016
Kepler-1653 b,2463,5.35 earths,2017
Kepler-304 c,1436,5.35 earths,2014
Kepler-499 b,1706,5.35 earths,2016
Kepler-50 c,822,5.35 earths,2012
Kepler-797 b,2453,5.35 earths,2016
GJ 536 b,34,5.36 earths,2016
HD 154672 b,206,5.37 jupiters,2008
HD 132406 b,231,5.38 jupiters,2007
K2-125 b,406,5.39 earths,2017
Kepler-1016 b,4042,5.39 earths,2016
Kepler-1444 b,1109,5.39 earths,2016
Kepler-250 d,2536,5.39 earths,2014
Kepler-261 b,1045,5.39 earths,2014
Kepler-594 b,2420,5.39 earths,2016
Kepler-662 b,2091,5.39 earths,2016
Kepler-732 b,489,5.39 earths,2016
Kepler-790 b,2371,5.39 earths,2016
GJ 832 c,16,5.4 earths,2014
Kepler-65 c,999,5.4 earths,2012
TYC 3667-1280-1 b,1569,5.4 jupiters,2016
HD 158259 d,88,5.41 earths,2020
Kepler-432 b,2838,5.41 jupiters,2015
HD 27894 d,143,5.415 jupiters,2017
TOI-172 b,1098,5.42 jupiters,2019
K2-247 c,849,5.43 earths,2018
K2-254 c,748,5.43 earths,2018
Kepler-1042 b,2150,5.43 earths,2016
Kepler-1109 b,2600,5.43 earths,2016
Kepler-1630 b,907,5.43 earths,2016
Kepler-174 d,1269,5.43 earths,2014
HD 72892 b,228,5.45 jupiters,2016
K2-274 b,759,5.48 earths,2018
K2-325 b,365,5.48 earths,2020
Kepler-1137 b,3167,5.48 earths,2016
Kepler-122 d,3453,5.48 earths,2014
Kepler-1378 b,1833,5.48 earths,2016
Kepler-169 e,1342,5.48 earths,2014
Kepler-229 b,2759,5.48 earths,2014
Kepler-513 b,1523,5.48 earths,2016
Kepler-84 f,4708,5.48 earths,2014
GJ 581 c,21,5.5 earths,2007
OGLE-2005-BLG-390L b,21529,5.5 earths,2005
HIP 8541 b,550,5.5 jupiters,2016
Kepler-1026 b,1269,5.52 earths,2016
Kepler-110 c,1946,5.52 earths,2014
Kepler-1162 b,3226,5.52 earths,2016
Kepler-632 b,1138,5.52 earths,2016
Kepler-862 b,2629,5.52 earths,2016
Kepler-989 b,1579,5.52 earths,2016
NY Virginis c,1801,5.54 jupiters,2019
Kepler-1151 b,2489,5.56 earths,2016
Kepler-1432 b,5063,5.56 earths,2016
Kepler-1496 b,4218,5.56 earths,2016
Kepler-1609 b,4838,5.56 earths,2016
Kepler-235 e,1413,5.56 earths,2014
Kepler-938 b,2809,5.56 earths,2016
Kepler-1701 b,1938,5.57 earths,2020
Kepler-33 e,4087,5.57 earths,2011
HD 213240 b,133,5.58 jupiters,2001
HD 1461 c,77,5.59 earths,2015
GJ 667 C b,22,5.6 earths,2011
HD 158259 c,88,5.6 earths,2020
HD 80653 b,358,5.6 earths,2020
K2-17 b,410,5.6 earths,2015
Kepler-1186 b,3627,5.6 earths,2016
Kepler-1196 b,3086,5.6 earths,2016
Kepler-165 c,1860,5.6 earths,2014
Kepler-217 b,3722,5.6 earths,2014
Kepler-235 b,1413,5.6 earths,2014
Kepler-292 d,3547,5.6 earths,2014
Kepler-587 b,2779,5.6 earths,2016
K2-264 b,610,5.61 earths,2018
Kepler-56 d,3056,5.61 jupiters,2016
Gl 49 b,32,5.63 earths,2019
HD 11755 b,772,5.63 jupiters,2015
HD 75784 c,279,5.64 jupiters,2018
K2-275 b,405,5.65 earths,2018
K2-48 b,1033,5.65 earths,2016
Kepler-155 c,966,5.65 earths,2014
Kepler-157 c,2581,5.65 earths,2014
Kepler-196 c,1492,5.65 earths,2014
Kepler-284 b,3467,5.65 earths,2014
Kepler-439 b,2261,5.65 earths,2015
Kepler-534 b,1543,5.65 earths,2016
Kepler-556 b,2378,5.65 earths,2016
Kepler-69 b,2435,5.65 earths,2013
K2-9 b,271,5.69 earths,2015
Kepler-1090 b,2290,5.69 earths,2016
Kepler-1381 b,4260,5.69 earths,2016
Kepler-1407 b,4159,5.69 earths,2016
Kepler-172 d,2768,5.69 earths,2014
Kepler-272 d,2978,5.69 earths,2014
Kepler-290 b,2311,5.69 earths,2014
Kepler-300 c,3700,5.69 earths,2014
Kepler-342 b,2608,5.69 earths,2014
Kepler-467 b,1494,5.69 earths,2016
Kepler-567 b,1853,5.69 earths,2016
Kepler-919 b,3976,5.69 earths,2016
Kepler-982 b,2290,5.69 earths,2016
HD 99706 c,480,5.69 jupiters,2018
CoRoT-24 b,1957,5.7 earths,2014
Kepler-415 c,1756,5.71 earths,2014
K2-159 b,561,5.73 earths,2018
K2-159 b,561,5.73 earths,2018
K2-5 c,666,5.73 earths,2015
Kepler-1034 b,2303,5.73 earths,2016
Kepler-1242 b,2225,5.73 earths,2016
Kepler-1261 b,2593,5.73 earths,2016
Kepler-1388 c,1605,5.73 earths,2016
Kepler-154 b,3066,5.73 earths,2014
Kepler-163 c,2295,5.73 earths,2014
Kepler-209 b,1914,5.73 earths,2014
Kepler-568 b,411,5.73 earths,2016
Kepler-649 b,1713,5.73 earths,2016
HD 176986 b,91,5.74 earths,2017
K2-146 b,259,5.77 earths,2018
Kepler-1103 b,3004,5.77 earths,2016
Kepler-121 c,1690,5.77 earths,2014
Kepler-1503 b,2773,5.77 earths,2016
Kepler-166 b,2003,5.77 earths,2014
Kepler-267 d,871,5.77 earths,2014
Kepler-306 e,2587,5.77 earths,2014
Kepler-401 d,3240,5.77 earths,2016
Kepler-589 b,2097,5.77 earths,2016
Kepler-759 b,2910,5.77 earths,2016
HD 5583 b,721,5.78 jupiters,2016
EPIC 220674823 c,803,5.8 earths,2016
K2-326 b,928,5.82 earths,2020
Kepler-1020 b,1455,5.82 earths,2016
Kepler-191 d,1973,5.82 earths,2016
Kepler-250 c,2536,5.82 earths,2014
Kepler-484 b,1230,5.82 earths,2016
Kepler-583 b,2626,5.82 earths,2016
Kepler-861 b,2629,5.82 earths,2016
Kepler-947 b,3875,5.82 earths,2016
Kepler-177 b,4885,5.84 earths,2013
K2-152 b,355,5.86 earths,2018
Kepler-1201 b,3921,5.86 earths,2016
Kepler-1227 b,2176,5.86 earths,2016
Kepler-1304 b,2225,5.86 earths,2016
Kepler-1334 b,3415,5.86 earths,2016
Kepler-1374 b,3702,5.86 earths,2016
Kepler-319 d,1666,5.86 earths,2014
Kepler-379 c,2437,5.86 earths,2014
Kepler-613 b,2818,5.86 earths,2016
Kepler-626 b,2251,5.86 earths,2016
Kepler-960 b,972,5.86 earths,2016
Kepler-1658 b,2629,5.88 jupiters,2019
K2-59 c,1025,5.9 earths,2016
Kepler-1073 b,2730,5.9 earths,2016
Kepler-116 c,3203,5.9 earths,2014
Kepler-156 b,1465,5.9 earths,2014
Kepler-1643 b,1350,5.9 earths,2016
Kepler-224 d,2609,5.9 earths,2014
Kepler-621 b,1269,5.9 earths,2016
Kepler-770 b,2482,5.9 earths,2016
Kepler-79 c,3430,5.9 earths,2012
HD 28185 b,129,5.9 jupiters,2001
HU Aquarii AB b,627,5.9 jupiters,2011
WASP-89 b,957,5.9 jupiters,2015
K2-202 b,988,5.91 earths,2018
K2-180 b,667,5.95 earths,2018
K2-74 b,1246,5.95 earths,2016
Kepler-624 b,2385,5.95 earths,2016
Kepler-926 b,2515,5.95 earths,2016
Kepler-981 b,2978,5.95 earths,2016
LP 791-18 c,86,5.95 earths,2019
Tau Bootis b,51,5.95 jupiters,1996
HD 224538 b,258,5.97 jupiters,2016
HD 33142 c,397,5.97 jupiters,2018
K2-259 b,1377,5.99 earths,2018
K2-28 b,206,5.99 earths,2016
K2-69 b,592,5.99 earths,2016
Kepler-1010 b,1990,5.99 earths,2016
Kepler-1208 b,2861,5.99 earths,2016
Kepler-1255 b,4384,5.99 earths,2016
Kepler-1486 b,4779,5.99 earths,2016
Kepler-165 b,1860,5.99 earths,2014
Kepler-321 c,1268,5.99 earths,2014
Kepler-496 b,2137,5.99 earths,2016
Kepler-954 b,731,5.99 earths,2016
Kepler-998 b,3249,5.99 earths,2016
BD+20 2457 b,5450,55.59 jupiters,2009
Kepler-305 c,2902,6 earths,2013
Kepler-79 d,3430,6 earths,2014
HD 238914 b,1720,6 jupiters,2018
HD 66141 b,222,6 jupiters,2012
HIP 65891 b,444,6 jupiters,2015
Kepler-46 b,2592,6 jupiters,2012
Ross 458 c,38,6 jupiters,2010
TYC 8998-760-1 c,309,6 jupiters,2020
HD 145377 b,175,6.02 jupiters,2008
K2-12 b,1074,6.04 earths,2015
Kepler-1021 b,2730,6.04 earths,2016
Kepler-1247 b,3569,6.04 earths,2016
Kepler-239 b,2153,6.04 earths,2014
Kepler-241 b,1989,6.04 earths,2014
Kepler-287 b,2793,6.04 earths,2014
Kepler-436 c,2016,6.04 earths,2016
Kepler-443 b,2541,6.04 earths,2015
Kepler-783 c,1775,6.04 earths,2020
GJ 433 b,30,6.043 earths,2011
HD 158259 e,88,6.08 earths,2020
K2-275 c,405,6.08 earths,2018
Kepler-1154 b,4994,6.08 earths,2016
Kepler-1158 b,4104,6.08 earths,2016
Kepler-121 b,1690,6.08 earths,2014
Kepler-122 b,3453,6.08 earths,2014
Kepler-171 b,2888,6.08 earths,2014
Kepler-213 c,2110,6.08 earths,2014
Kepler-246 b,2079,6.08 earths,2014
Kepler-275 b,7030,6.08 earths,2014
Kepler-338 c,1832,6.08 earths,2014
Kepler-925 b,2032,6.08 earths,2016
Kepler-999 b,1853,6.08 earths,2016
GJ 357 d,31,6.1 earths,2019
Kepler-350 c,3209,6.1 earths,2013
Kepler-92 c,1581,6.1 earths,2013
Beta Ursae Minoris b,127,6.1 jupiters,2014
HD 70573 b,149,6.1 jupiters,2007
Qatar-4 b,1084,6.1 jupiters,2017
K2-251 b,482,6.12 earths,2018
Kepler-1132 b,3066,6.12 earths,2016
Kepler-172 b,2768,6.12 earths,2014
Kepler-216 b,4010,6.12 earths,2014
Kepler-256 e,3449,6.12 earths,2014
Kepler-292 f,3547,6.12 earths,2014
Kepler-306 c,2587,6.12 earths,2014
Kepler-967 b,1628,6.12 earths,2016
HD 158259 f,88,6.14 earths,2020
Kepler-99 b,684,6.15 earths,2014
Kepler-1022 b,1484,6.17 earths,2016
Kepler-1066 b,1302,6.17 earths,2016
Kepler-112 b,1699,6.17 earths,2014
Kepler-1154 c,4994,6.17 earths,2016
Kepler-1192 b,3614,6.17 earths,2016
Kepler-1214 b,2469,6.17 earths,2016
Kepler-1345 b,3797,6.17 earths,2016
Kepler-184 b,2026,6.17 earths,2014
Kepler-482 b,946,6.17 earths,2016
Kepler-535 b,2212,6.17 earths,2016
Kepler-983 b,2137,6.17 earths,2016
Kepler-986 b,1837,6.17 earths,2016
Kepler-26 c,1104,6.2 earths,2011
Kepler-1159 b,4038,6.21 earths,2016
Kepler-125 b,601,6.21 earths,2014
Kepler-1272 b,2923,6.21 earths,2016
Kepler-129 b,1349,6.21 earths,2014
Kepler-1309 b,2756,6.21 earths,2016
Kepler-336 d,7605,6.21 earths,2014
Kepler-558 b,2127,6.21 earths,2016
Kepler-597 b,2153,6.21 earths,2016
Kepler-651 b,1752,6.21 earths,2016
GJ 3998 c,59,6.26 earths,2016
K2-187 e,1088,6.26 earths,2018
Kepler-1060 b,2809,6.26 earths,2016
Kepler-1071 b,3145,6.26 earths,2016
Kepler-1249 b,5461,6.26 earths,2016
Kepler-159 b,1232,6.26 earths,2014
Kepler-166 c,2003,6.26 earths,2014
Kepler-639 b,2218,6.26 earths,2016
GJ 1214 b,48,6.26125 earths,2009
DP Leonis b,995,6.28 jupiters,2009
HD 2039 b,280,6.29 jupiters,2002
K2-131 b,501,6.3 earths,2017
K2-220 b,766,6.3 earths,2018
K2-222 b,331,6.3 earths,2018
Kepler-1014 b,2192,6.3 earths,2016
Kepler-152 c,1457,6.3 earths,2014
Kepler-193 b,3389,6.3 earths,2014
Kepler-238 c,6190,6.3 earths,2014
Kepler-574 b,2437,6.3 earths,2016
Kepler-575 b,2779,6.3 earths,2016
Kepler-592 b,3373,6.3 earths,2016
Kepler-614 b,1863,6.3 earths,2016
Kepler-798 b,3539,6.3 earths,2016
Kepler-897 b,3742,6.3 earths,2016
HD 113996 b,380,6.3 jupiters,2017
HIP 67851 c,215,6.3 jupiters,2015
IC 4651 9122 b,2869,6.3 jupiters,2018
UZ Fornacis b,782,6.3 jupiters,2011
Kepler-112 c,1699,6.35 earths,2014
Kepler-1321 c,1784,6.35 earths,2016
Kepler-194 d,3697,6.35 earths,2014
Kepler-406 b,1200,6.35 earths,2014
Kepler-666 b,4338,6.35 earths,2016
Kepler-864 b,5131,6.35 earths,2016
KIC 8540376 c,3609,6.35 earths,2015
HD 125595 b,92,6.3566 earths,2009
HD 181433 b,88,6.3566 earths,2008
HD 215497 b,132,6.3566 earths,2009
HD 7924 b,55,6.3566 earths,2008
HIP 57274 b,84,6.3566 earths,2011
Kepler-454 b,758,6.3566 earths,2015
HD 10697 b,108,6.383 jupiters,1999
K2-224 c,906,6.39 earths,2018
K2-224 c,906,6.39 earths,2018
K2-59 b,1025,6.39 earths,2016
K2-84 b,937,6.39 earths,2016
K2-8 c,1331,6.39 earths,2016
Kepler-1170 b,2972,6.39 earths,2016
Kepler-1182 b,4104,6.39 earths,2016
Kepler-1337 b,1918,6.39 earths,2016
Kepler-143 b,2703,6.39 earths,2014
Kepler-26 e,1104,6.39 earths,2014
Kepler-343 b,3107,6.39 earths,2014
GJ 180 c,39,6.4 earths,2014
Kepler-87 c,4168,6.4 earths,2013
BD+03 2562 b,8540,6.4 jupiters,2017
HD 1666 b,386,6.43 jupiters,2015
HD 1461 b,77,6.44 earths,2010
HD 7924 d,55,6.44 earths,2015
K2-43 c,599,6.44 earths,2019
Kepler-680 b,4378,6.44 earths,2016
Kepler-717 b,3673,6.44 earths,2016
Kepler-920 b,3021,6.44 earths,2016
TOI-270 c,73,6.44 earths,2019
Alpha Tauri b,67,6.47 jupiters,2015
K2-214 b,989,6.48 earths,2018
K2-324 b,447,6.48 earths,2020
K2-3 b,147,6.48 earths,2015
Kepler-147 c,3503,6.48 earths,2014
Kepler-1526 b,1879,6.48 earths,2016
Kepler-173 c,2784,6.48 earths,2014
Kepler-233 b,2863,6.48 earths,2014
Kepler-616 b,3324,6.48 earths,2016
Kepler-765 b,3262,6.48 earths,2016
Kepler-786 b,1670,6.48 earths,2016
GJ 180 b,39,6.49 earths,2014
K2-291 b,295,6.49 earths,2019
K2-285 d,508,6.5 earths,2018
K2-198 d,362,6.52 earths,2019
K2-250 b,1362,6.53 earths,2018
Kepler-1086 b,1514,6.53 earths,2016
Kepler-675 b,2124,6.53 earths,2016
K2-265 b,454,6.54 earths,2018
HD 11977 b,222,6.54 jupiters,2005
HD 147018 c,140,6.56 jupiters,2009
K2-293 b,1294,6.57 earths,2019
K2-73 b,885,6.57 earths,2016
Kepler-1176 b,3337,6.57 earths,2016
Kepler-164 d,2982,6.57 earths,2014
Kepler-243 b,2309,6.57 earths,2014
Kepler-416 c,2299,6.57 earths,2014
Kepler-570 b,2094,6.57 earths,2016
HD 233604 b,2833,6.575 jupiters,2013
GJ 3341 b,76,6.6 earths,2015
HD 40307 c,42,6.6 earths,2009
Kepler-1388 e,1605,6.62 earths,2016
Kepler-201 b,2114,6.62 earths,2014
Kepler-397 b,3161,6.62 earths,2014
Kepler-751 b,2440,6.62 earths,2016
Kepler-933 b,3008,6.62 earths,2016
TOI-125 c,363,6.63 earths,2019
Gl 686 b,27,6.64 earths,2018
Kepler-1101 b,2926,6.66 earths,2016
Kepler-1307 b,4554,6.66 earths,2016
Kepler-1552 b,2016,6.66 earths,2016
Kepler-1632 b,1905,6.66 earths,2016
Kepler-198 c,1639,6.66 earths,2014
Kepler-263 c,2515,6.66 earths,2014
Kepler-269 b,7890,6.66 earths,2014
Kepler-306 d,2587,6.66 earths,2014
Kepler-510 b,1233,6.66 earths,2016
Kepler-82 e,3027,6.66 earths,2014
NGC 2682 Sand 364 b,2730,6.69 jupiters,2014
MOA-2012-BLG-505L b,23519,6.7 earths,2017
Epsilon Coronae Borealis b,228,6.7 jupiters,2012
GJ 676 A b,52,6.7 jupiters,2010
K2-15 b,1634,6.71 earths,2015
K2-15 b,1634,6.71 earths,2015
K2-61 b,1339,6.71 earths,2016
Kepler-1030 b,2593,6.71 earths,2016
Kepler-256 d,3449,6.71 earths,2014
Kepler-266 b,4649,6.71 earths,2014
Kepler-713 b,3272,6.71 earths,2016
Kepler-758 b,4413,6.71 earths,2016
Kepler-846 b,4022,6.71 earths,2016
Kepler-80 c,1165,6.74 earths,2012
Kepler-80 d,1165,6.75 earths,2014
K2-21 c,274,6.76 earths,2015
Kepler-1273 b,4420,6.76 earths,2016
Kepler-1540 b,855,6.76 earths,2016
Kepler-184 d,2026,6.76 earths,2014
Kepler-265 d,4333,6.76 earths,2014
Kepler-342 d,2608,6.76 earths,2014
Kepler-475 b,913,6.76 earths,2016
Kepler-509 b,1106,6.76 earths,2016
Kepler-652 b,1380,6.76 earths,2016
Kepler-865 b,2166,6.76 earths,2016
HAT-P-70 b,1073,6.78 jupiters,2019
HD 98649 b,138,6.79 jupiters,2012
GJ 163 c,49,6.8 earths,2013
K2-189 c,796,6.8 earths,2018
K2-6 b,1043,6.8 earths,2015
Kepler-114 b,853,6.8 earths,2014
Kepler-1168 b,2972,6.8 earths,2016
Kepler-126 d,780,6.8 earths,2014
Kepler-1521 b,740,6.8 earths,2016
Kepler-254 d,4718,6.8 earths,2014
Kepler-298 d,1716,6.8 earths,2014
Kepler-481 b,2326,6.8 earths,2016
Kepler-543 b,692,6.8 earths,2016
Kepler-659 b,2244,6.8 earths,2016
Kepler-672 b,3298,6.8 earths,2016
Kepler-738 b,3236,6.8 earths,2016
Kepler-885 b,2062,6.8 earths,2016
GJ 676 A c,52,6.8 jupiters,2016
Kepler-31 d,5701,6.8 jupiters,2014
GJ 876 d,15,6.83 earths,2005
WASP-47 e,870,6.83 earths,2015
Kepler-1033 b,4648,6.85 earths,2016
Kepler-239 c,2153,6.85 earths,2014
Kepler-309 c,1805,6.85 earths,2014
Kepler-445 c,294,6.85 earths,2015
K2-179 b,626,6.86 earths,2018
HD 3167 d,154,6.9 earths,2017
K2-138 c,597,6.9 earths,2017
K2-212 b,357,6.9 earths,2018
Kepler-1350 b,1142,6.9 earths,2016
Kepler-18 b,1430,6.9 earths,2011
Kepler-326 d,1612,6.9 earths,2014
Kepler-361 c,3118,6.9 earths,2014
Kepler-748 b,4146,6.9 earths,2016
HD 196067 b,130,6.9 jupiters,2012
TOI-1235 b,129,6.91 earths,2020
HD 59686 A b,316,6.92 jupiters,2016
Kepler-80 b,1165,6.93 earths,2012
HD 106252 b,125,6.93 jupiters,2002
K2-119 b,1206,6.94 earths,2017
Kepler-153 c,1519,6.94 earths,2014
Kepler-204 b,2285,6.94 earths,2014
Kepler-313 b,3521,6.94 earths,2014
Kepler-340 b,2699,6.94 earths,2014
Kepler-727 b,2910,6.94 earths,2016
Kepler-896 b,2923,6.94 earths,2016
Kepler-903 c,2704,6.94 earths,2016
Kepler-57 c,2141,6.95 jupiters,2012
Kepler-424 c,2325,6.97 jupiters,2014
LHS 1140 b,49,6.98 earths,2017
K2-118 b,1059,6.99 earths,2017
K2-16 c,1103,6.99 earths,2015
K2-242 b,358,6.99 earths,2018
Kepler-1116 b,3317,6.99 earths,2016
Kepler-325 c,2750,6.99 earths,2014
Kepler-852 b,2786,6.99 earths,2016
Kepler-902 b,2949,6.99 earths,2016
Kepler-991 b,1207,6.99 earths,2016
Kapteyn c,13,7 earths,2014
Kepler-310 d,1999,7 earths,2014
HD 86264 b,222,7 jupiters,2009
HR 8799 b,129,7 jupiters,2008
KMT-2016-BLG-1397L b,21529,7 jupiters,2018
K2-241 b,488,7.04 earths,2018
K2-80 d,659,7.04 earths,2018
Kepler-1043 b,2734,7.04 earths,2016
Kepler-1211 b,4847,7.04 earths,2016
Kepler-129 c,1349,7.04 earths,2014
Kepler-1535 b,2867,7.04 earths,2016
Kepler-156 c,1465,7.04 earths,2014
Kepler-268 b,2848,7.04 earths,2014
Kepler-577 b,1791,7.04 earths,2016
Kepler-788 b,5379,7.04 earths,2016
Kepler-961 b,1980,7.04 earths,2016
Kepler-100 c,1003,7.05 earths,2014
Kepler-1681 b,2128,7.05 earths,2020
HIP 41378 c,348,7.08 earths,2016
K2-197 b,814,7.08 earths,2018
Kepler-1171 b,2006,7.08 earths,2016
Kepler-171 c,2888,7.08 earths,2014
Kepler-175 b,4447,7.08 earths,2014
Kepler-640 b,1755,7.08 earths,2016
Kepler-837 b,2760,7.08 earths,2016
HD 40307 g,42,7.1 earths,2013
4 Ursae Majoris b,240,7.1 jupiters,2006
K2-218 b,1300,7.13 earths,2018
K2-248 b,1339,7.13 earths,2018
Kepler-1549 b,2584,7.13 earths,2016
Kepler-203 b,2341,7.13 earths,2014
Kepler-241 c,1989,7.13 earths,2014
Kepler-245 b,2879,7.13 earths,2014
Kepler-313 c,3521,7.13 earths,2014
Kepler-36 c,1533,7.13 earths,2012
